@timestamp,FEC_attempt_no,_id,_index,_score,anatomy,anatomy.keyword,application_sw_release_id,application_sw_release_id.keyword,batch_from_date,batch_from_date.keyword,batch_to_date,batch_to_date.keyword,city,city.keyword,country,country.keyword,customer,customer.keyword,es_load_ts,event_data,event_data.keyword,event_type,event_type.keyword,exam_number,exam_number.keyword,globalOrderNumber,globalOrderNumber.keyword,hospital,hospital.keyword,ifr90_alert,ifr90_alert.keyword,ifr_event_category,ifr_event_category.keyword,ifr_event_data,ifr_event_data.keyword,ifr_event_name,ifr_event_name.keyword,ifr_event_protocol_name,ifr_event_protocol_name.keyword,ifr_main_event,ifr_main_event.keyword,indicator_id,indicator_id.keyword,indicator_message,indicator_message.keyword,indicator_severity,indicator_severity.keyword,installDate,latitude,location,log_type,log_type.keyword,longitude,machine_type,machine_type.keyword,max_warranty_startDate,productName,productName.keyword,protocol_category,protocol_category.keyword,region,region.keyword,state,state.keyword,sw_program,sw_program.keyword,sw_version,sw_version.keyword,sysid,sysid.keyword,systype,systype.keyword,zipcode,zipcode.keyword,zone,zone.keyword,,
"Jul 8, 2026 @ 19:54:06.094",-,d2be5e6d70295ba1876b61521b86f5ba,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,514,514,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:54:06.090",-,aae8c15a8bc148fc3457088add5e2440,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,514,514,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:54:06.086",-,a573171d8dc732634dd8c1da25869b42,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,514,514,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:51:51.413",-,1b5a76e8cbdf07057fc712b7f36115c3,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,514,514,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:51:39.671",-,d96102472130a82de865c4fed9755343,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,-,-,24MW10.61,24MW10.61,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283","1000000090401 E148,M3ReliableAllScanModes : EN: 148, PN: 64.6 M3ReliableAllScanModes, SN: Scout","1000000090401 E148,M3ReliableAllScanModes : EN: 148, PN: 64.6 M3ReliableAllScanModes, SN: Scout",start_patient_session,start_patient_session,148,148,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Start patient session,Start patient session,Start patient session,Start patient session,64.6 M3ReliableAllScanModes,64.6 M3ReliableAllScanModes,Start patient session,Start patient session,1E+12,1E+12,"E148,M3ReliableAllScanModes : EN: 148, PN: 64.6 M3ReliableAllScanModes, SN: Scout","E148,M3ReliableAllScanModes : EN: 148, PN: 64.6 M3ReliableAllScanModes, SN: Scout",Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,-,Revolution CT (Rev 160),Revolution CT (Rev 160),64,64,USCAN,USCAN,WI,WI,unknown,unknown,24MW10.61,24MW10.61,CTBAY57WSO,CTBAY57WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:51:39.634",-,1f9944f0df5dd0ca8c72563b71feca30,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Chest,Chest,24MW10.61,24MW10.61,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",200109109 Study Start: Prospective Exam: 148 : Protocol: M3ReliableAllScanModes,200109109 Study Start: Prospective Exam: 148 : Protocol: M3ReliableAllScanModes,Exam_start,Exam_start,148,148,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam start,Exam start,EXAMSTART,EXAMSTART,25.40 CT Low Dose Lung Cancer Screening (90-120kg,25.40 CT Low Dose Lung Cancer Screening (90-120kg,Exam start,Exam start,200109109,200109109,Study Start: Prospective Exam: 148 : Protocol: M3ReliableAllScanModes,Study Start: Prospective Exam: 148 : Protocol: M3ReliableAllScanModes,Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,-,Revolution CT (Rev 160),Revolution CT (Rev 160),25,25,USCAN,USCAN,WI,WI,unknown,unknown,24MW10.61,24MW10.61,CTBAY57WSO,CTBAY57WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:51:04.942",-,1ec0bbbb7ef9b8672f074409cf3a0b1c,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Chest,Chest,24MW10.61,24MW10.61,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283","200109110 Study End: Prospective Exam: 148 : Protocol: CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb)","200109110 Study End: Prospective Exam: 148 : Protocol: CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb)",Exam_end,Exam_end,148,148,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Exam end,Exam end,EXAMEND,EXAMEND,25.40 CT Low Dose Lung Cancer Screening (90-120kg,25.40 CT Low Dose Lung Cancer Screening (90-120kg,Exam end,Exam end,200109110,200109110,"Study End: Prospective Exam: 148 : Protocol: CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb)","Study End: Prospective Exam: 148 : Protocol: CT Low Dose Lung Cancer Screening (50-70kg, 110-155lb)",Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,-,Revolution CT (Rev 160),Revolution CT (Rev 160),25,25,USCAN,USCAN,WI,WI,unknown,unknown,24MW10.61,24MW10.61,CTBAY57WSO,CTBAY57WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:46:33.337",-,23a5da6251f5324b38356e2c2f946de1,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,514,514,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:45:44.981",-,8308a33b6dcbcb1e1ee2cef1aadd2797,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,514,514,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:43:36.863",-,cc54897a198b2953c8653b8f3d9a9df2,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,514,514,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:43:24.806",-,7543c1930d53f585a3c67812bea4719f,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,514,514,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:43:00.705",-,22cbac37e325250adfc2ec6078b5dd2a,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,514,514,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:41:20.542",-,4d029d6d6f000d3a007f1af03c0c4ad6,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,514,514,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:41:06.552",-,9113471ed60d16674dbd84620b74ea33,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,514,514,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:40:50.525",-,9db4b60a00b54254a8183b0d71628d55,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283",1099990110080 Creating DICOM association failed,1099990110080 Creating DICOM association failed,reli_error_code,reli_error_code,514,514,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,ian dicom association error  event occured,ian dicom association error  event occured,ian dicom association error,ian dicom association error,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Reliability error events,Reliability error events,1.09999E+12,1.09999E+12,Creating DICOM association failed,Creating DICOM association failed,Critical,Critical,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
"Jul 8, 2026 @ 19:38:41.563",-,4f508909de8a47e6c31ac9d2fcd3cc35,ct_sitedata_ext2_indicator_events_m-2026.07.01,-,Abdomen,Abdomen,25MW27.33,25MW27.33,"Jul 8, 2026 @ 17:30:00.000",2026-07-08T12:00:00.000+0000,"Jul 9, 2026 @ 05:30:00.000",2026-07-09T00:00:00.000+0000,USA Other,USA Other,United States of America,United States of America,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,"Jul 9, 2026 @ 16:21:08.283","1000000090401 E514,SESSION_TYPE :SCAN_SESSION , PolyTrauma Digital 5.0 M2 : EN: 514, PN: 6.1 PolyTrauma Digital 5.0 M2, SN: Scout","1000000090401 E514,SESSION_TYPE :SCAN_SESSION , PolyTrauma Digital 5.0 M2 : EN: 514, PN: 6.1 PolyTrauma Digital 5.0 M2, SN: Scout",start_patient_session,start_patient_session,514,514,ADMIN SID,ADMIN SID,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,GE MEDICAL SYSTEMS GLOBAL HEADQUARTERS,N,N,Unknown,Unknown,Start patient session,Start patient session,Start patient session,Start patient session,6.1 PolyTrauma Digital 5.0 M2,6.1 PolyTrauma Digital 5.0 M2,Start patient session,Start patient session,1E+12,1E+12,"E514,SESSION_TYPE :SCAN_SESSION , PolyTrauma Digital 5.0 M2 : EN: 514, PN: 6.1 PolyTrauma Digital 5.0 M2, SN: Scout","E514,SESSION_TYPE :SCAN_SESSION , PolyTrauma Digital 5.0 M2 : EN: 514, PN: 6.1 PolyTrauma Digital 5.0 M2, SN: Scout",Informational,Informational,"Oct 10, 2017 @ 05:30:00.000",42.996,POINT (-88.3115 42.9962),Revo_RTS_Data,Revo_RTS_Data,-88.311,Internal,Internal,"Oct 10, 2017 @ 05:30:00.000",Revolution CT (Rev 160),Revolution CT (Rev 160),6,6,USCAN,USCAN,WI,WI,unknown,unknown,25MW27.33,25MW27.33,CTBAY52WSO,CTBAY52WSO,Revolution CT,Revolution CT,53188,53188,USA Other,USA Other,,
